Beta:-0.777994,1;-0.777994,0.742461;-0.777994,0.484923;-0.752481,0.237952;-0.675939,0.000754857;-0.544359,-0.215917;-0.381633,-0.410087;-0.197503,-0.572315;0.00952107,-0.707719;0.235613,-0.817292;0.433912,-0.881322;0.408398,-0.634351;0.408398,-0.387381;0.535967,-0.197629;0.586995,-0.0016858;0.487036,0.206976;0.357371,0.39586;0.156073,0.525181;-0.0867207,0.566265;-0.331502,0.579022;
Gamma:-0.855162,-0.733693;-0.674328,-0.486603;-0.44167,-0.264988;-0.192296,-0.0597845;0.0453367,0.155763;0.222535,0.41026;0.204931,0.6789;-0.0958633,0.734977;-0.418599,0.723934;-0.699307,0.614766;-0.766821,0.318203;-0.626631,0.0349766;-0.384535,-0.177355;-0.121984,-0.362608;0.126219,-0.555598;0.3264,-0.676501;0.375068,-0.371332;0.569337,-0.158451;0.845373,-0.181532;1,-0.435542;
Delta:0.80592,-0.852899;0.583051,-1;0.248984,-1;-0.0708478,-0.944547;-0.363648,-0.811106;-0.505733,-0.543074;-0.354761,-0.260623;-0.12167,-0.0295582;0.150647,0.156748;0.427705,0.337068;0.658819,0.553598;0.501658,0.726241;0.171396,0.740698;-0.159777,0.752956;-0.493843,0.752956;-0.659673,0.563661;-0.49992,0.293582;-0.258006,0.0884431;0.0320706,-0.0177571;0.315583,-0.105134;
Epsilon:1,-0.475344;0.837066,-0.497991;0.65947,-0.482893;0.481986,-0.460245;0.304502,-0.437598;0.127373,-0.410938;-0.0459323,-0.360719;-0.212909,-0.291634;-0.362689,-0.197871;-0.472058,-0.0658417;-0.360891,0.0445044;-0.193358,0.0908326;-0.0175445,0.11348;-0.0854866,0.128578;-0.245001,0.180834;-0.38147,0.271434;-0.285139,0.365468;-0.115947,0.40477;0.0644757,0.407891;0.207354,0.347499;
Alpha:0.264145,-0.709555;0.237071,-0.508551;0.19056,-0.309147;0.123266,-0.11299;0.0245222,0.0719246;-0.10565,0.235545;-0.266273,0.365094;-0.458564,0.434365;-0.525227,0.265298;-0.519253,0.0544899;-0.450411,-0.13671;-0.30069,-0.278512;-0.146479,-0.239713;-0.027047,-0.070894;0.107814,0.0882544;0.267906,0.220298;0.465494,0.267125;0.667754,0.224013;0.849097,0.116997;1,-0.0272168;
Beta:-1,0.91514;-1,0.621349;-0.973865,0.338383;-0.909402,0.0666381;-0.814408,-0.200881;-0.684358,-0.458954;-0.481019,-0.657616;-0.24042,-0.80405;0.0234499,-0.901217;0.308743,-0.927352;0.502557,-0.796864;0.502742,-0.50315;0.577266,-0.260919;0.757495,-0.0976365;0.724886,0.169531;0.602436,0.397292;0.419515,0.554078;0.167028,0.653794;-0.115938,0.679928;-0.385836,0.71913;
Gamma:-0.719092,-0.871097;-0.590852,-0.625403;-0.418406,-0.387178;-0.230882,-0.158658;-0.04022,0.0640376;0.137694,0.29534;0.220536,0.564191;0.0927778,0.78393;-0.17396,0.752472;-0.341094,0.525554;-0.377409,0.236668;-0.31565,-0.044309;-0.198795,-0.310051;-0.0610956,-0.56811;0.0710496,-0.698216;0.103082,-0.412123;0.221383,-0.154004;0.448236,0.00620098;0.741063,0.025821;1,-0.0809549;
Delta:0.569659,-1;0.329886,-0.998467;0.115676,-0.911945;-0.0717619,-0.777193;-0.171336,-0.571564;-0.161044,-0.340551;-0.0381119,-0.146364;0.149872,-0.00577693;0.364635,0.0861673;0.483046,0.177522;0.351611,0.308957;0.200503,0.451115;0.0168204,0.543739;-0.204497,0.574614;-0.418459,0.502573;-0.572708,0.368457;-0.446851,0.204117;-0.239397,0.107512;-0.0600356,-0.0100997;0.0756623,-0.145798;
Epsilon:1,-0.673586;0.702046,-0.703815;0.410484,-0.643358;0.113537,-0.582901;-0.180408,-0.506582;-0.461421,-0.386228;-0.672646,-0.183447;-0.54308,0.0511859;-0.265215,0.172813;0.0346453,0.233759;0.342305,0.253422;0.634357,0.223193;0.411472,0.115339;0.104971,0.0922031;-0.198368,0.122432;-0.471325,0.243346;-0.474548,0.481748;-0.207812,0.596012;0.100284,0.606088;0.405505,0.57586;
Alpha:0.711615,-0.955207;0.641467,-0.713916;0.531941,-0.478539;0.384642,-0.261906;0.202249,-0.0717197;-0.00260504,0.0951124;-0.224802,0.238419;-0.462332,0.35273;-0.715857,0.408778;-0.855019,0.245232;-0.749184,0.0145576;-0.534686,-0.137201;-0.292816,-0.230857;-0.0412162,-0.245935;0.0491081,-0.0426831;0.100948,0.208484;0.273413,0.380635;0.531563,0.408778;0.786697,0.359545;1,0.206129;
Beta:-0.611118,1;-0.67395,0.718588;-0.720519,0.404754;-0.780662,0.0901743;-0.817556,-0.23079;-0.811955,-0.553408;-0.617567,-0.79077;-0.324626,-0.891891;0.00356697,-0.894366;0.322477,-0.857936;0.481785,-0.652898;0.287491,-0.454394;0.202487,-0.206453;0.400726,0.0324747;0.663669,0.222691;0.882516,0.413134;0.631446,0.526409;0.317758,0.562839;0.00407019,0.599269;-0.295391,0.635699;
Gamma:-0.859218,-1;-0.660758,-0.696599;-0.437894,-0.404995;-0.192778,-0.133159;0.0583558,0.131335;0.279052,0.421498;0.328533,0.76482;0.0360052,0.923848;-0.331432,0.903829;-0.662014,0.760331;-0.859218,0.489063;-0.732691,0.159181;-0.472104,-0.0911888;-0.183902,-0.315614;0.11897,-0.520491;0.38136,-0.744252;0.383267,-0.47948;0.540172,-0.188452;0.829425,-0.217034;0.997829,-0.505678;
Delta:0.737429,-0.717213;0.533785,-0.893955;0.27039,-0.976434;-0.0174079,-1;-0.234145,-0.865004;-0.252325,-0.584736;-0.150226,-0.320544;-0.00513825,-0.0696633;0.178301,0.152598;0.377583,0.360441;0.591067,0.550359;0.636336,0.767418;0.352736,0.790984;0.0653671,0.759415;-0.219906,0.720287;-0.500041,0.673156;-0.664723,0.52167;-0.518714,0.291492;-0.334805,0.0791115;-0.205194,-0.139857;
Epsilon:1,-0.687005;0.76421,-0.674831;0.537516,-0.616523;0.31693,-0.531742;0.097607,-0.439907;-0.116959,-0.335271;-0.327306,-0.224727;-0.480107,-0.0679265;-0.284614,0.0178082;-0.0481666,0.0379457;0.192291,0.0379457;0.426166,0.017723;0.22405,-0.0123981;-0.0058492,0.0278769;-0.219548,0.129179;-0.40619,0.27616;-0.48118,0.479898;-0.263747,0.521246;-0.0441423,0.470902;0.184431,0.420558;
Alpha:0.707356,-1;0.598154,-0.742137;0.459921,-0.484975;0.299911,-0.240171;0.119298,-0.00560138;-0.0849912,0.208342;-0.316614,0.391862;-0.565813,0.548373;-0.839724,0.645183;-0.956226,0.454033;-0.858466,0.179341;-0.67992,-0.0487964;-0.452536,-0.226627;-0.20413,-0.375774;0.0173353,-0.381803;0.142444,-0.125232;0.271283,0.126262;0.482421,0.288396;0.757224,0.268261;0.925392,0.0406279;
Beta:-0.505112,1;-0.505112,0.728332;-0.511814,0.458247;-0.517999,0.188039;-0.479339,-0.0722069;-0.367571,-0.306011;-0.207875,-0.521464;-0.00863644,-0.682043;0.230026,-0.778351;0.249123,-0.688144;0.139218,-0.488638;0.20365,-0.256461;0.402592,-0.108247;0.624009,-0.00515464;0.577362,0.132748;0.380977,0.265464;0.148265,0.35951;-0.0975582,0.43299;-0.354762,0.484536;-0.621092,0.497423;
Gamma:-0.851365,-0.852792;-0.636963,-0.57455;-0.40193,-0.312704;-0.159742,-0.0590249;0.0918017,0.190851;0.297758,0.470614;0.297758,0.791629;0.0110472,0.934733;-0.346165,0.947501;-0.639939,0.788654;-0.672613,0.441961;-0.547249,0.109445;-0.336436,-0.171733;-0.0982567,-0.431241;0.108261,-0.714368;0.15731,-0.723533;0.22115,-0.387476;0.457548,-0.188854;0.764887,-0.298478;1,-0.546359;
Delta:0.667997,-0.779516;0.527018,-0.934275;0.308798,-1;0.0724053,-0.958659;-0.0790993,-0.790334;-0.145039,-0.564131;-0.145039,-0.310614;-0.0937663,-0.0706398;0.0112512,0.153176;0.158981,0.351319;0.327999,0.534118;0.502634,0.701608;0.344651,0.777654;0.104053,0.743727;-0.134701,0.681192;-0.368336,0.617774;-0.572227,0.507453;-0.613567,0.290549;-0.480257,0.129981;-0.337962,-0.0216015;
Epsilon:1,-0.795506;0.748517,-0.757056;0.512308,-0.641899;0.27807,-0.533422;0.0401479,-0.426549;-0.195429,-0.310967;-0.415004,-0.170701;-0.525316,0.0485945;-0.30638,0.159318;-0.0449034,0.169302;0.21893,0.169302;0.467007,0.123359;0.303368,0.04985;0.0438733,0.0682273;-0.205454,0.132548;-0.439598,0.239791;-0.504328,0.399019;-0.254082,0.435773;0.00952708,0.434823;0.264908,0.399019;
Alpha:0.655242,-1;0.592669,-0.746957;0.478751,-0.499502;0.328517,-0.27253;0.15198,-0.0618875;-0.0553607,0.119874;-0.275288,0.284094;-0.512621,0.419528;-0.765959,0.500663;-0.896581,0.329383;-0.794136,0.0827378;-0.594382,-0.100291;-0.348522,-0.21635;-0.085681,-0.283774;0.171575,-0.249668;0.302389,-0.0174578;0.364546,0.243278;0.463475,0.4709;0.728624,0.429866;0.962195,0.287501;
Beta:-0.741768,1;-0.719692,0.787697;-0.686286,0.574032;-0.662507,0.353555;-0.64243,0.131308;-0.616767,-0.0901666;-0.558011,-0.304248;-0.426434,-0.480469;-0.248198,-0.614997;-0.0368035,-0.68033;0.185544,-0.696182;0.352031,-0.62265;0.280697,-0.435393;0.265518,-0.227869;0.415121,-0.0700213;0.573962,0.0529441;0.541153,0.215318;0.349765,0.302505;0.155062,0.388508;-0.0284207,0.468952;
Gamma:-0.982586,-0.680885;-0.77481,-0.461238;-0.559126,-0.233682;-0.345368,-0.00805283;-0.127382,0.221805;0.0821535,0.455084;0.240207,0.717696;0.10391,0.909932;-0.184439,0.822263;-0.441844,0.643393;-0.590817,0.383975;-0.554345,0.0771947;-0.377632,-0.181765;-0.151411,-0.390102;0.107889,-0.567239;0.347053,-0.745411;0.358924,-0.476931;0.489514,-0.241336;0.758982,-0.206015;1,-0.384091;
Delta:0.808539,-0.910173;0.546255,-1;0.240261,-0.988772;-0.0370809,-0.884224;-0.269384,-0.694111;-0.312139,-0.400579;-0.17177,-0.127629;0.0221432,0.111198;0.262334,0.298869;0.507079,0.472621;0.640113,0.679396;0.389266,0.774081;0.0786209,0.774081;-0.221422,0.718956;-0.515077,0.639785;-0.740975,0.476314;-0.574133,0.247932;-0.355567,0.0891513;-0.137472,-0.0231324;0.134837,-0.0680458;
Epsilon:0.63782,-0.945226;0.413029,-0.978656;0.18533,-0.860505;-0.0342176,-0.718905;-0.240639,-0.557816;-0.410799,-0.358275;-0.526166,-0.127454;-0.493426,0.122317;-0.285281,0.275532;-0.0305792,0.332701;0.232021,0.345878;0.495379,0.342762;0.631747,0.222431;0.398404,0.142431;0.136157,0.134606;-0.118008,0.181556;-0.356901,0.272023;-0.449837,0.4415;-0.228284,0.502375;0.0274802,0.478901;
Alpha:0.315514,-0.988769;0.286481,-0.773058;0.212028,-0.566303;0.130067,-0.357756;0.0388206,-0.152465;-0.064735,0.045524;-0.188005,0.229838;-0.345156,0.3875;-0.535923,0.488569;-0.636543,0.376968;-0.566103,0.172865;-0.420514,0.00860869;-0.240344,-0.117605;-0.040691,-0.190759;0.140204,-0.11246;0.253691,0.0761009;0.384463,0.25625;0.578539,0.342867;0.797364,0.312925;1,0.224637;
Beta:-0.965907,0.834867;-1,0.576008;-1,0.299553;-0.965907,0.0298889;-0.866691,-0.224402;-0.702166,-0.443126;-0.487128,-0.608877;-0.231706,-0.708223;0.0382329,-0.750434;0.312676,-0.758958;0.574829,-0.709768;0.610871,-0.489396;0.491547,-0.259329;0.465978,0.000991842;0.574191,0.23566;0.637258,0.450509;0.368203,0.468373;0.0937602,0.45985;-0.178999,0.475506;-0.394858,0.528035;
Gamma:-0.93996,-0.800258;-0.711507,-0.581962;-0.467679,-0.368605;-0.230117,-0.151356;0.0121051,0.0646741;0.230131,0.300787;0.379283,0.578778;0.28791,0.85531;-0.018731,0.906094;-0.311315,0.772975;-0.551189,0.566382;-0.686039,0.290443;-0.650738,-0.0278406;-0.462123,-0.282724;-0.206174,-0.477731;0.067624,-0.629647;0.291164,-0.55435;0.454021,-0.300081;0.697566,-0.140063;1,-0.201004;
Delta:0.558928,-0.885662;0.358005,-0.977328;0.132961,-1;-0.070446,-0.915929;-0.185144,-0.722074;-0.19746,-0.492079;-0.162279,-0.266205;-0.0903841,-0.0470512;0.0135846,0.160886;0.135899,0.357571;0.2423,0.557505;0.142079,0.68868;-0.0654399,0.618318;-0.270373,0.530366;-0.46753,0.451209;-0.391699,0.328821;-0.172502,0.275305;0.047143,0.213738;0.241776,0.117253;0.347843,-0.0413226;
Epsilon:0.628579,-1;0.431146,-0.965047;0.245426,-0.887069;0.0605171,-0.785876;-0.116763,-0.674099;-0.285858,-0.555889;-0.442527,-0.418242;-0.54236,-0.243013;-0.468961,-0.0789811;-0.282691,-0.000699804;-0.0803559,0.0398635;0.125873,0.0573402;0.081113,0.118509;-0.0920335,0.223369;-0.201565,0.376937;-0.143418,0.552405;0.0294607,0.646638;0.223915,0.69254;0.431088,0.703978;0.637317,0.686501;
Alpha:0.549108,-0.968756;0.51021,-0.740664;0.426227,-0.522599;0.322466,-0.306725;0.195648,-0.105955;0.0449112,0.0781809;-0.135432,0.233549;-0.339518,0.35052;-0.564612,0.36403;-0.69502,0.189496;-0.70337,-0.0349481;-0.565156,-0.20057;-0.333794,-0.225619;-0.107934,-0.172924;0.0658653,-0.0325242;0.197882,0.15741;0.346284,0.331393;0.55786,0.400619;0.790709,0.37557;1,0.267022;
Beta:-0.891738,1;-0.84766,0.774853;-0.830029,0.528424;-0.830029,0.276262;-0.815435,0.0275454;-0.742089,-0.207302;-0.597509,-0.404992;-0.399937,-0.555014;-0.174335,-0.646689;0.0702028,-0.683776;0.322365,-0.683776;0.557979,-0.630882;0.549406,-0.441143;0.395337,-0.271885;0.421784,-0.0452835;0.597006,0.0997212;0.533228,0.206598;0.297753,0.250676;0.0797865,0.337021;-0.115967,0.435803;
Gamma:-0.746321,-0.783419;-0.470739,-0.650645;-0.214976,-0.465989;0.0359757,-0.272103;0.284461,-0.0737988;0.514963,0.143295;0.61862,0.426023;0.395908,0.621667;0.0835741,0.651776;-0.226846,0.610424;-0.514393,0.486723;-0.753574,0.285999;-0.752048,-0.00489477;-0.506639,-0.200518;-0.212759,-0.311711;0.0692677,-0.402038;0.177021,-0.147408;0.408431,-0.000584939;0.720037,-0.00613011;1,-0.131057;
Delta:0.676515,-0.872503;0.405701,-0.961751;0.101751,-1;-0.208219,-0.98725;-0.475563,-0.855144;-0.662199,-0.626941;-0.581827,-0.34202;-0.367341,-0.118658;-0.116405,0.0608444;0.154244,0.211528;0.428699,0.353857;0.70516,0.486909;0.824512,0.657456;0.519823,0.682955;0.209853,0.695705;-0.100116,0.708455;-0.368957,0.66741;-0.316962,0.375967;-0.152213,0.151364;0.0517819,0.0709717;
Epsilon:0.856056,-1;0.626403,-0.959752;0.405996,-0.867096;0.186987,-0.760853;-0.0135059,-0.63541;-0.206007,-0.490833;-0.372123,-0.315805;-0.433711,-0.101049;-0.29665,0.0775323;-0.0717543,0.155976;0.167807,0.18448;0.410227,0.193254;0.310753,0.158159;0.072414,0.181475;-0.155719,0.248672;-0.366717,0.354383;-0.465796,0.526664;-0.261911,0.610724;-0.0268601,0.631951;0.215559,0.640725;
Alpha:0.520593,-1;0.4907,-0.773596;0.42764,-0.555022;0.336652,-0.340461;0.216548,-0.137953;0.071804,0.0466493;-0.0871348,0.215456;-0.27527,0.354508;-0.477379,0.464758;-0.682079,0.454793;-0.686313,0.236799;-0.556615,0.0483747;-0.374722,-0.098965;-0.161136,-0.17877;0.0641897,-0.17296;0.169506,0.00406264;0.265022,0.199222;0.474592,0.265471;0.695109,0.203124;0.909202,0.106042;
Beta:-0.843485,1;-0.793366,0.739298;-0.767972,0.469396;-0.767972,0.191817;-0.767972,-0.0857612;-0.69059,-0.344087;-0.522086,-0.557681;-0.281929,-0.691143;-0.0169106,-0.755666;0.255746,-0.783983;0.531096,-0.774544;0.713961,-0.648822;0.566095,-0.456775;0.38951,-0.24835;0.31752,0.00214486;0.399511,0.241914;0.407395,0.386461;0.14924,0.441473;-0.0893097,0.547875;-0.305458,0.660194;
Gamma:-1,-0.873673;-0.840687,-0.615531;-0.642116,-0.372921;-0.4323,-0.141126;-0.214269,0.0878958;0.0181245,0.302039;0.248878,0.518073;0.429092,0.764226;0.265846,0.906679;-0.016158,0.788665;-0.278258,0.617357;-0.494468,0.401513;-0.571397,0.110621;-0.438583,-0.161205;-0.20196,-0.360537;0.058834,-0.529398;0.299586,-0.697835;0.40039,-0.462366;0.622347,-0.295359;0.923219,-0.335171;
Delta:0.822763,-0.917781;0.567227,-0.986297;0.254437,-1;-0.0526762,-0.972594;-0.329939,-0.861335;-0.499278,-0.62348;-0.502329,-0.320308;-0.360329,-0.050011;-0.159693,0.186824;0.075691,0.380473;0.334068,0.553081;0.590243,0.727037;0.600668,0.863634;0.287878,0.849931;-0.0167626,0.798476;-0.316861,0.740305;-0.506447,0.579317;-0.37263,0.318721;-0.161393,0.137365;0.0553837,0.0140363;
Epsilon:0.78953,-0.694811;0.620461,-0.789159;0.392767,-0.781902;0.175354,-0.728829;-0.0350568,-0.649772;-0.240459,-0.549953;-0.428857,-0.424453;-0.569151,-0.249074;-0.60872,-0.0319046;-0.461182,0.122891;-0.249822,0.183358;-0.104346,0.183358;-0.279331,0.294216;-0.311324,0.497734;-0.126662,0.599802;0.0931173,0.640586;0.319633,0.655101;0.54904,0.655101;0.776091,0.640586;1,0.611555;
Alpha:0.648952,-0.646326;0.529324,-0.453839;0.389235,-0.27331;0.243412,-0.0950678;0.0840698,0.0708979;-0.0905961,0.219833;-0.281833,0.347325;-0.490661,0.442266;-0.689006,0.423226;-0.689006,0.196115;-0.599503,-0.0106354;-0.448663,-0.177949;-0.256885,-0.299384;-0.0362382,-0.335019;0.104379,-0.190741;0.193711,0.00635249;0.351118,0.148501;0.575102,0.174995;0.79548,0.128225;1,0.0292769;
Beta:-0.633383,1;-0.606472,0.794074;-0.606472,0.571747;-0.597501,0.351537;-0.588531,0.130665;-0.570589,-0.0874275;-0.515114,-0.295061;-0.37568,-0.460974;-0.190618,-0.571447;0.0177842,-0.623665;0.237994,-0.632636;0.455272,-0.620444;0.423737,-0.469764;0.290581,-0.318356;0.254699,-0.126656;0.370524,0.0214214;0.51441,0.147366;0.4141,0.300299;0.232311,0.385481;0.0663178,0.470739;
Gamma:-1,-0.670373;-0.764318,-0.516087;-0.544757,-0.30608;-0.324941,-0.0937181;-0.106474,0.12475;0.0819411,0.367336;0.137106,0.657503;-0.0267973,0.849413;-0.319662,0.827546;-0.509751,0.605336;-0.507983,0.310106;-0.372184,0.0420635;-0.170454,-0.187873;0.0508187,-0.398213;0.276326,-0.601852;0.366714,-0.719411;0.344847,-0.417489;0.43138,-0.167423;0.691444,-0.156489;0.9134,-0.309561;
Delta:0.760435,-0.885372;0.50629,-0.965612;0.237236,-1;-0.0389393,-0.995778;-0.274946,-0.904565;-0.33999,-0.66105;-0.245699,-0.410221;-0.0922522,-0.183567;0.0864602,0.0213499;0.284594,0.203316;0.466792,0.402846;0.53118,0.639917;0.337026,0.765266;0.0625605,0.776728;-0.197661,0.730877;-0.426764,0.621178;-0.454618,0.385184;-0.303355,0.192127;-0.121482,0.0431115;0.0382813,-0.0944416;
Epsilon:1,-0.926571;0.748479,-0.913633;0.520329,-0.822122;0.288937,-0.715452;0.0667478,-0.595332;-0.149754,-0.462777;-0.354052,-0.312452;-0.507308,-0.120709;-0.392587,0.0482152;-0.148973,0.0894368;0.106577,0.0933442;0.357558,0.0769029;0.419616,0.0391894;0.173616,0.082324;-0.0535985,0.191418;-0.26839,0.325891;-0.455286,0.494744;-0.492825,0.716124;-0.28615,0.797356;-0.0379666,0.770279;
Alpha:0.611005,-0.763037;0.54333,-0.550619;0.436934,-0.340331;0.313967,-0.132775;0.171355,0.0619855;0.0139221,0.23211;-0.169417,0.387071;-0.383904,0.485364;-0.52177,0.374831;-0.555978,0.140028;-0.519636,-0.0939182;-0.386762,-0.280913;-0.190246,-0.383088;-0.0765197,-0.220882;-0.013078,-0.00302326;0.0990042,0.199523;0.296799,0.314692;0.533347,0.349669;0.771608,0.319122;1,0.241112;
Beta:-0.933364,1;-0.889177,0.719203;-0.856037,0.427926;-0.833943,0.134041;-0.77871,-0.150052;-0.628319,-0.398666;-0.424988,-0.61293;-0.172027,-0.761504;0.109856,-0.844796;0.401133,-0.877936;0.679452,-0.857867;0.609989,-0.609633;0.441186,-0.374549;0.348051,-0.112059;0.439937,0.152917;0.613172,0.354377;0.454681,0.515865;0.17407,0.569179;-0.110023,0.624413;-0.369983,0.712786;
Gamma:-0.512645,-0.870998;-0.249109,-0.673276;-0.0112619,-0.435429;0.216716,-0.190644;0.392113,0.0945044;0.436957,0.421996;0.326909,0.731192;0.0732036,0.940663;-0.251486,1;-0.562965,0.899624;-0.732922,0.634662;-0.696769,0.30582;-0.535766,0.0171066;-0.307954,-0.229509;-0.0676947,-0.460367;0.0796806,-0.71874;0.117289,-0.389093;0.336267,-0.203456;0.634653,-0.316534;0.860047,-0.560732;
Delta:1,-0.735215;0.792755,-0.850137;0.567572,-0.92318;0.331456,-0.949909;0.0970324,-0.91601;-0.0828313,-0.782352;-0.192805,-0.586942;-0.220365,-0.353035;-0.175167,-0.121279;-0.0726,0.0914006;0.0646594,0.284289;0.216381,0.469909;0.322019,0.65534;0.094879,0.677245;-0.137532,0.643346;-0.37117,0.605538;-0.593255,0.572235;-0.472112,0.409206;-0.28272,0.276312;-0.118668,0.14616;
Epsilon:1,-0.74337;0.76417,-0.72937;0.532717,-0.691413;0.301676,-0.643376;0.0748144,-0.573528;-0.14193,-0.47982;-0.339816,-0.354898;-0.506606,-0.189317;-0.490255,0.0178629;-0.271578,0.0843085;-0.0387955,0.113927;0.175248,0.122587;-0.0603008,0.131247;-0.278741,0.197648;-0.428829,0.344179;-0.273846,0.46031;-0.0402044,0.486289;0.198931,0.486289;0.428347,0.451651;0.644958,0.382374;
Alpha:0.800974,-1;0.683215,-0.787836;0.543466,-0.584864;0.401748,-0.380932;0.248423,-0.184594;0.0829536,0.00123489;-0.0895419,0.180474;-0.277988,0.341947;-0.480419,0.483689;-0.689272,0.523951;-0.61507,0.29464;-0.489698,0.0816334;-0.340928,-0.114339;-0.176879,-0.291875;-0.0665547,-0.138928;0.0173141,0.0894983;0.166154,0.280247;0.38979,0.375612;0.637732,0.389098;0.881893,0.355382;
Beta:-0.642611,1;-0.653797,0.717948;-0.69854,0.443817;-0.768963,0.173512;-0.83277,-0.0995176;-0.799213,-0.372303;-0.608648,-0.577405;-0.354634,-0.68204;-0.07932,-0.73021;0.206517,-0.733804;0.48857,-0.722618;0.44299,-0.577778;0.292364,-0.360036;0.342425,-0.0955282;0.530732,0.115151;0.722368,0.306786;0.646346,0.496638;0.378193,0.541381;0.0915077,0.541381;-0.195178,0.541381;
Gamma:-0.575713,-1;-0.481749,-0.720288;-0.325458,-0.453996;-0.141876,-0.209224;0.0605613,0.0238076;0.229947,0.277341;0.27074,0.56479;0.0518572,0.745472;-0.243496,0.802151;-0.548256,0.791752;-0.687894,0.572641;-0.590314,0.293783;-0.394577,0.0618326;-0.156764,-0.133971;0.0864788,-0.321471;0.28334,-0.543481;0.33193,-0.527403;0.395636,-0.242813;0.639768,-0.173943;0.892833,-0.326916;
Delta:0.510982,-0.949658;0.306287,-1;0.0689662,-0.987414;-0.154958,-0.937072;-0.343621,-0.81243;-0.447611,-0.620342;-0.447333,-0.386938;-0.352718,-0.172537;-0.216644,0.0217638;-0.0540452,0.196948;0.131726,0.345807;0.317807,0.493287;0.482565,0.645459;0.371647,0.774561;0.136568,0.787146;-0.0880848,0.74939;-0.193808,0.585331;-0.143466,0.380636;-0.0614051,0.189079;0.0201464,0.0194286;
Epsilon:1,-0.714014;0.794479,-0.741544;0.582433,-0.720883;0.371994,-0.688213;0.161664,-0.651751;-0.04594,-0.599357;-0.244071,-0.514108;-0.425449,-0.400477;-0.580552,-0.253022;-0.559579,-0.071181;-0.374689,0.0219421;-0.174236,0.0751835;0.032919,0.102714;-0.119174,0.184919;-0.282201,0.302062;-0.275535,0.451458;-0.0857382,0.524843;0.118259,0.56575;0.328041,0.58908;0.531987,0.58908;
Alpha:0.633365,-1;0.579195,-0.776916;0.491979,-0.553306;0.385498,-0.337239;0.257921,-0.132791;0.110478,0.0605027;-0.0617778,0.236085;-0.246648,0.396366;-0.450264,0.524474;-0.661618,0.523156;-0.702599,0.290697;-0.657721,0.0576975;-0.493368,-0.112888;-0.276369,-0.213175;-0.0434348,-0.245959;0.124808,-0.123018;0.23382,0.0839485;0.410477,0.229414;0.648703,0.222272;0.871051,0.139257;
Beta:-1,0.790361;-0.954828,0.561716;-0.943535,0.305806;-0.920949,0.0545743;-0.848952,-0.185071;-0.700758,-0.38973;-0.497974,-0.544773;-0.263275,-0.639537;-0.0127015,-0.689013;0.242554,-0.711599;0.503141,-0.711599;0.648768,-0.590023;0.513253,-0.398799;0.376,-0.201679;0.378139,0.0341358;0.547132,0.204878;0.671354,0.40078;0.480271,0.496745;0.238395,0.541917;-0.0175148,0.55321;
Gamma:-0.572583,-0.66708;-0.419351,-0.425995;-0.243248,-0.197179;-0.0504015,0.0220231;0.121462,0.255391;0.141224,0.534325;-0.0445755,0.746481;-0.309238,0.848506;-0.588862,0.810155;-0.73072,0.576216;-0.658561,0.304345;-0.490152,0.0675292;-0.289946,-0.141462;-0.0798076,-0.342815;0.134562,-0.530829;0.270814,-0.562472;0.305955,-0.295852;0.546329,-0.219026;0.77874,-0.366752;1,-0.544085;
Delta:1,-0.604122;0.792533,-0.65799;0.574847,-0.684924;0.351899,-0.697457;0.127798,-0.70288;-0.0875075,-0.66189;-0.265889,-0.551261;-0.256693,-0.343326;-0.120938,-0.171877;0.0442117,-0.0246831;0.220969,0.107185;0.308699,0.292168;0.185686,0.434641;-0.00739613,0.527098;-0.202014,0.615848;-0.409536,0.647433;-0.454426,0.456823;-0.364647,0.26743;-0.211947,0.131994;-0.0863305,0.00637762;
Epsilon:0.658094,-0.59954;0.485664,-0.654245;0.286876,-0.629332;0.0948246,-0.57134;-0.0911635,-0.48476;-0.260709,-0.371387;-0.415103,-0.237507;-0.483872,-0.055232;-0.32195,0.0432436;-0.123737,0.0705961;-0.0704926,0.0675036;-0.246701,0.147978;-0.326596,0.308756;-0.191136,0.431713;-0.00735666,0.50374;0.190912,0.542426;0.395117,0.556103;0.600163,0.549265;0.800914,0.517613;1,0.474045;
Alpha:0.507196,-1;0.445079,-0.763277;0.372396,-0.518834;0.282715,-0.279024;0.18032,-0.0440102;0.0543458,0.183004;-0.114688,0.377477;-0.319574,0.531663;-0.560234,0.591783;-0.641306,0.381315;-0.629115,0.122004;-0.553679,-0.117423;-0.408477,-0.32723;-0.224896,-0.442546;-0.114562,-0.218527;0.0402101,-0.0162468;0.24167,0.136634;0.46946,0.241736;0.713484,0.289546;0.879956,0.158576;
Beta:-0.93571,1;-0.882779,0.768779;-0.840434,0.510798;-0.798089,0.249045;-0.740732,-0.00838651;-0.646268,-0.256405;-0.488925,-0.473653;-0.276141,-0.637188;-0.0219735,-0.714975;0.244778,-0.736148;0.509643,-0.714975;0.631057,-0.533633;0.469685,-0.355042;0.309688,-0.175076;0.323294,0.0676468;0.508013,0.252366;0.630411,0.37541;0.363046,0.364824;0.0912969,0.364824;-0.152326,0.417755;
